Rank,Release Group,Worldwide,Domestic,%,Foreign,%
767,Namaste England,"$1,649,863","$104,156",6.3%,"$1,545,707",93.7%
768,The Magic Quill,"$1,646,704",-,-,"$1,646,704",100%
769,Everybody's Talking About Jamie,"$1,642,412",-,-,"$1,642,412",100%
770,Sorry Angel,"$1,636,273","$30,628",1.9%,"$1,605,645",98.1%
771,The Faithful,"$1,630,917",-,-,"$1,630,917",100%
772,One Day,"$1,622,005",-,-,"$1,622,005",100%
773,Pure Devilry,"$1,620,743",-,-,"$1,620,743",100%
774,I Still See You,"$1,620,637","$1,359",<0.1%,"$1,619,278",99.9%
775,Detective Conan: Jolly Roger in the Deep Azure 2018 Re-release,"$1,613,781",-,-,"$1,613,781",100%
776,Gun City,"$1,611,770",-,-,"$1,611,770",100%
777,The Discloser,"$1,597,848",-,-,"$1,597,848",100%
778,The Metropolitan Opera HD Live: Verdi: Aida,"$1,595,902","$1,595,902",100%,-,-
779,The Accused,"$1,589,812",-,-,"$1,589,812",100%
780,Tanks for Stalin,"$1,589,743",-,-,"$1,589,743",100%
781,Plan B,"$1,588,246",-,-,"$1,588,246",100%
782,The Invisible Boy: Second Generation,"$1,576,821",-,-,"$1,576,821",100%
783,Stranger in My Pocket,"$1,564,969",-,-,"$1,564,969",100%
784,Ölümlü Dünya,"$1,562,712",-,-,"$1,562,712",100%
785,Soldado,"$1,562,508",-,-,"$1,562,508",100%
786,Mi pequeño gran hombre,"$1,557,257",-,-,"$1,557,257",100%
787,Ashes in the Snow,"$1,557,172",-,-,"$1,557,172",100%
788,Paranoia 2018 Re-release,"$1,555,621",-,-,"$1,555,621",100%
789,Mannen van Mars,"$1,555,414",-,-,"$1,555,414",100%
790,Yardie,"$1,551,163","$36,012",2.3%,"$1,515,151",97.7%
791,Mylove Lost,"$1,548,278",-,-,"$1,548,278",100%
792,Sky Rise,"$1,546,530",-,-,"$1,546,530",100%
793,Monkey King Reloaded,"$1,544,916",-,-,"$1,544,916",100%
794,Kaybedenler Kulübü Yolda,"$1,544,333",-,-,"$1,544,333",100%
795,Pup Star,"$1,540,986",-,-,"$1,540,986",100%
796,Frontier,"$1,537,478",-,-,"$1,537,478",100%
797,Desperate Ladies Act Desperately (2018),"$1,536,992",-,-,"$1,536,992",100%
798,The Congo Murders,"$1,533,390",-,-,"$1,533,390",100%
799,Godzilla: The Planet Eater,"$1,523,168",-,-,"$1,523,168",100%
800,Mandy,"$1,523,052","$1,214,525",79.7%,"$308,527",20.3%
801,Io c'è,"$1,521,937",-,-,"$1,521,937",100%
802,Magical Nights,"$1,520,738",-,-,"$1,520,738",100%
803,Princess Mononoke 2018 Re-release,"$1,519,321","$1,423,877",93.7%,"$95,444",6.3%
804,Kaala,"$1,509,872",-,-,"$1,509,872",100%
805,Battle of Tortoise and Rabbit,"$1,494,779",-,-,"$1,494,779",100%
806,Alibaba Three Blondes,"$1,476,950",-,-,"$1,476,950",100%
807,El mundo es suyo,"$1,475,452",-,-,"$1,475,452",100%
808,The Miseducation of Cameron Post,"$1,474,577","$904,703",61.4%,"$569,874",38.6%
809,Final Score,"$1,472,770",-,-,"$1,472,770",100%
810,St. Agatha,"$1,468,454",-,-,"$1,468,454",100%
811,Our Departures,"$1,461,487",-,-,"$1,461,487",100%
812,You Shall Not Sleep,"$1,456,151",-,-,"$1,456,151",100%
813,Wolf,"$1,442,653",-,-,"$1,442,653",100%
814,The Dawn Wall 2018 Re-release,"$1,442,013","$970,032",67.3%,"$471,981",32.7%
815,Vox Lux,"$1,439,539","$727,119",50.5%,"$712,420",49.5%
816,Brother of the Year,"$1,434,355",-,-,"$1,434,355",100%
817,Born to Be Wild: The Graduation Trip,"$1,431,283",-,-,"$1,431,283",100%
818,Zero 2018 Re-release,"$1,430,734",-,-,"$1,430,734",100%
819,BÚÉK,"$1,425,325",-,-,"$1,425,325",100%
820,Reborn,"$1,422,565",-,-,"$1,422,565",100%
821,All or Nothing 2018 Re-release,"$1,418,457",-,-,"$1,418,457",100%
822,Sometimes Always Never,"$1,417,047","$39,191",2.8%,"$1,377,856",97.2%
823,Yakiniku Dragon,"$1,412,942",-,-,"$1,412,942",100%
824,Animal,"$1,408,623",-,-,"$1,408,623",100%
825,Pataakha,"$1,407,588",-,-,"$1,407,588",100%
826,Saheb Biwi Aur Gangster 3,"$1,401,894",-,-,"$1,401,894",100%
827,L'amour flou,"$1,399,479",-,-,"$1,399,479",100%
828,The Tenants,"$1,398,352",-,-,"$1,398,352",100%
829,Finalmente sposi,"$1,397,645",-,-,"$1,397,645",100%
830,Crô em Família,"$1,388,359",-,-,"$1,388,359",100%
831,"Nu, zdravstvuy, Oksana Sokolova!","$1,383,204",-,-,"$1,383,204",100%
832,Swimming with Men,"$1,377,748","$24,708",1.8%,"$1,353,040",98.2%
833,Running to the Spring,"$1,371,255",-,-,"$1,371,255",100%
834,(Girl)Friend,"$1,368,056",-,-,"$1,368,056",100%
835,Vlad the Impaler,"$1,365,229",-,-,"$1,365,229",100%
836,Little Italy,"$1,362,536","$990,230",72.7%,"$372,306",27.3%
837,Gangsta,"$1,358,208",-,-,"$1,358,208",100%
838,Foxtrot,"$1,356,159","$618,883",45.6%,"$737,276",54.4%
839,Abdel et la comtesse,"$1,348,863",-,-,"$1,348,863",100%
840,Wheely,"$1,340,799",-,-,"$1,340,799",100%
841,A Smile from the Mountain,"$1,339,004",-,-,"$1,339,004",100%
842,Norm of the North: Keys to the Kingdom,"$1,336,956",-,-,"$1,336,956",100%
843,Sonja: The White Swan,"$1,334,497",-,-,"$1,334,497",100%
844,The Metropolitan Opera HD Live: Rossini: Semiramide,"$1,332,900","$1,033,651",77.5%,"$299,249",22.5%
845,Cattle Hill,"$1,330,576",-,-,"$1,330,576",100%
846,Todo Mal,"$1,327,899",-,-,"$1,327,899",100%
847,Fat and Fame,"$1,327,225",-,-,"$1,327,225",100%
848,St. Nicholas and the Flight Through the Sky,"$1,325,280",-,-,"$1,325,280",100%
849,Gundermann,"$1,315,845",-,-,"$1,315,845",100%
850,Angel Face,"$1,314,753",-,-,"$1,314,753",100%
851,Fade Away Pastoral,"$1,307,365",-,-,"$1,307,365",100%
852,Men on the Dragon,"$1,306,358",-,-,"$1,306,358",100%
853,The Metropolitan Opera HD Live: Mozart: Così fan tutte,"$1,302,949","$1,302,949",100%,-,-
854,Waiting for Spring,"$1,302,229",-,-,"$1,302,229",100%
855,Close Enemies,"$1,290,258",-,-,"$1,290,258",100%
856,The Cakemaker,"$1,287,568","$875,751",68%,"$411,817",32%
857,Siccin 5,"$1,283,684",-,-,"$1,283,684",100%
858,Te juro que yo no fui,"$1,279,083",-,-,"$1,279,083",100%
859,Shed Skin Papa,"$1,278,065","$13,331",1%,"$1,264,734",99%
860,Running Man,"$1,277,897",-,-,"$1,277,897",100%
861,Yellow Submarine,"$1,273,261","$992,305",77.9%,"$280,956",22.1%
862,Beautifully Broken,"$1,271,572","$1,209,645",95.1%,"$61,927",4.9%
863,So Help Me God,"$1,262,984",-,-,"$1,262,984",100%
864,Plan V,"$1,258,520",-,-,"$1,258,520",100%
865,Guy,"$1,257,937","$1,319",0.1%,"$1,256,618",99.9%
866,Lucia's Grace,"$1,253,103",-,-,"$1,253,103",100%
867,Geuk-jang-pan Po-ket-mon-seu-teo DP - Di-a-ru-ga VS Peol-gi-a VS Da-keu-ra-i,"$1,237,731",-,-,"$1,237,731",100%
868,Swinging Safari,"$1,236,408",-,-,"$1,236,408",100%
869,Si saben cómo me pongo ¿pa' qué me invitan?,"$1,234,141",-,-,"$1,234,141",100%
870,The Silent Revolution,"$1,233,064",-,-,"$1,233,064",100%
871,Hodja fra Pjort,"$1,230,407",-,-,"$1,230,407",100%
872,Cut Off,"$1,228,051",-,-,"$1,228,051",100%
873,A Yeti Adventure,"$1,215,413",-,-,"$1,215,413",100%
874,The Conductor,"$1,211,394",-,-,"$1,211,394",100%
875,In the Hood,"$1,204,844",-,-,"$1,204,844",100%
876,Malicious,"$1,204,393",-,-,"$1,204,393",100%
877,"Mektoub, My Love: Canto Uno","$1,200,387",-,-,"$1,200,387",100%
878,Kung Food,"$1,197,984",-,-,"$1,197,984",100%
879,Anon,"$1,197,741",-,-,"$1,197,741",100%
880,The Captain,"$1,196,669","$109,226",9.1%,"$1,087,443",90.9%
881,The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,"$1,195,758","$1,195,758",100%,-,-
882,Marcianos vs. Mexicanos,"$1,185,285",-,-,"$1,185,285",100%
883,Sconnessi,"$1,185,054",-,-,"$1,185,054",100%
884,My Devilish Good Friend,"$1,171,012",-,-,"$1,171,012",100%
885,The Metropolitan Opera HD Live: Verdi: Luisa Miller,"$1,166,858","$1,166,858",100%,-,-
886,Break,"$1,160,525",-,-,"$1,160,525",100%
887,Perdida,"$1,157,057",-,-,"$1,157,057",100%
888,Still/Born,"$1,152,247",-,-,"$1,152,247",100%
889,Razzia,"$1,151,580",-,-,"$1,151,580",100%
890,An American in Paris - The Musical,"$1,149,077",-,-,"$1,149,077",100%
891,Burn Out,"$1,144,435",-,-,"$1,144,435",100%
892,National Theatre Live: King Lear,"$1,142,561","$185,305",16.2%,"$957,256",83.8%
893,Roma,"$1,140,769",-,-,"$1,140,769",100%
894,MILF,"$1,136,887",-,-,"$1,136,887",100%
895,Schastya! Zdorovya!,"$1,126,533",-,-,"$1,126,533",100%
896,Marionette,"$1,124,500",-,-,"$1,124,500",100%
897,Look Away,"$1,119,537",-,-,"$1,119,537",100%
898,The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore,"$1,115,018","$1,115,018",100%,-,-
899,Prezident Blaník,"$1,111,601",-,-,"$1,111,601",100%
900,Printsessa i drakon,"$1,108,819",-,-,"$1,108,819",100%
901,"Santiago, Italia","$1,106,820",-,-,"$1,106,820",100%
902,"Tuya, mía... te la apuesto","$1,103,585",-,-,"$1,103,585",100%
903,Michelangelo - Infinito,"$1,087,874",-,-,"$1,087,874",100%
904,Recuperando a mi Ex,"$1,083,688",-,-,"$1,083,688",100%
905,Sunset,"$1,083,299","$164,906",15.2%,"$918,393",84.8%
906,It's a Wonderful Life,"$1,081,304",-,-,"$1,081,304",100%
907,Troll: The Tale of a Tail,"$1,080,895",-,-,"$1,080,895",100%
908,The Road Not Taken,"$1,079,373",-,-,"$1,079,373",100%
909,Enchanted Princess,"$1,074,294",-,-,"$1,074,294",100%
910,My Step Dad: The Hippie,"$1,068,128",-,-,"$1,068,128",100%
911,The Last Warrior,"$1,062,977",-,-,"$1,062,977",100%
912,Mug,"$1,056,762",-,-,"$1,056,762",100%
913,211,"$1,052,222",-,-,"$1,052,222",100%
914,Sir,"$1,050,318",-,-,"$1,050,318",100%
915,"Love, Again","$1,045,641",-,-,"$1,045,641",100%
916,Raising Colors,"$1,043,269",-,-,"$1,043,269",100%
917,Dnyukha!,"$1,039,637",-,-,"$1,039,637",100%
918,The Dark Crystal 2018 Re-release,"$1,036,956","$1,036,956",100%,-,-
919,Hong Kong Rescue,"$1,034,623",-,-,"$1,034,623",100%
920,Sadko,"$1,031,256",-,-,"$1,031,256",100%
921,I Feel Better,"$1,026,212",-,-,"$1,026,212",100%
922,The Crimean Bridge. Made with Love!,"$1,024,299",-,-,"$1,024,299",100%
923,The Metropolitan Opera HD Live: Puccini: La Fanciulla del West,"$1,023,233","$1,023,233",100%,-,-
924,Princess and the Kingdom,"$1,021,930",-,-,"$1,021,930",100%
925,Husband Material,"$1,016,545","$567,417",55.8%,"$449,128",44.2%
926,If I Were You,"$1,013,899",-,-,"$1,013,899",100%
927,Transit,"$1,012,747","$815,290",80.5%,"$197,457",19.5%
928,Elvis: The Comeback Special,"$1,010,657","$1,010,657",100%,-,-
929,Maya the Bee Movie 2018 Re-release,"$1,009,268",-,-,"$1,009,268",100%
930,National Theatre Live: Antony & Cleopatra,"$998,079","$83,672",8.4%,"$914,407",91.6%
931,Masha and the Bear 2,"$997,231",-,-,"$997,231",100%
932,La fuitina sbagliata,"$992,070",-,-,"$992,070",100%
933,Wild Amsterdam,"$991,167",-,-,"$991,167",100%
934,Kuroko's Basketball: Last Game 2018 Re-release,"$985,710",-,-,"$985,710",100%
935,Schindler's List 2018 Re-release,"$981,489","$833,050",84.9%,"$148,439",15.1%
936,Per Fugelli: Siste resept,"$977,601",-,-,"$977,601",100%
937,The Troubleshooter,"$977,224",-,-,"$977,224",100%
938,Ana y Bruno,"$976,967",-,-,"$976,967",100%
939,Journey's End,"$970,809","$161,796",16.7%,"$809,013",83.3%
940,One of the Family,"$969,131",-,-,"$969,131",100%
941,Shéhérazade,"$966,225",-,-,"$966,225",100%
942,Elvy's Wereld So Ibiza!,"$963,363",-,-,"$963,363",100%
943,Ryuichi Sakamoto: Coda,"$962,850","$117,460",12.2%,"$845,390",87.8%
944,We Need Your Vote,"$962,342",-,-,"$962,342",100%
945,The Smiles of Sad Men,"$959,056",-,-,"$959,056",100%
946,A Prayer Before Dawn,"$958,883","$14,453",1.5%,"$944,430",98.5%
947,The Endless,"$956,425","$272,020",28.4%,"$684,405",71.6%
948,"Just Sex, Nothing Personal","$956,170",-,-,"$956,170",100%
949,Tolko ne oni,"$954,696",-,-,"$954,696",100%
950,The Catcher Was a Spy,"$953,953","$725,223",76%,"$228,730",24%
951,Rise of the Legend,"$948,871",-,-,"$948,871",100%
952,Görevimiz Tatil,"$947,929",-,-,"$947,929",100%
953,Your Mother Should Know,"$945,705",-,-,"$945,705",100%
954,Becoming Astrid,"$938,766","$120,486",12.8%,"$818,280",87.2%
955,Revenge,"$938,055","$102,091",10.9%,"$835,964",89.1%
956,Piggy Bingbing,"$933,589",-,-,"$933,589",100%
957,White Christmas 2018 Re-release,"$928,298","$928,298",100%,-,-
958,Like Arrows,"$928,265","$817,990",88.1%,"$110,275",11.9%
959,Zoku Owarimonogatari,"$926,600",-,-,"$926,600",100%
960,Tomorrow Is Another Day,"$924,395",-,-,"$924,395",100%
961,Mack the Knife - Brecht's Threepenny Film,"$924,336",-,-,"$924,336",100%
962,All About Mothers,"$922,351",-,-,"$922,351",100%
963,Não Se Aceitam Devoluções,"$919,657",-,-,"$919,657",100%
964,Kirk Cameron: Connect,"$918,127","$918,127",100%,-,-
965,Great Cold,"$917,277",-,-,"$917,277",100%
966,The Lodgers,"$916,727","$7,362",0.8%,"$909,365",99.2%
967,Eres mi pasión,"$915,126",-,-,"$915,126",100%
968,Kings,"$910,269","$274,635",30.2%,"$635,634",69.8%
969,Cosa fai a Capodanno?,"$907,330",-,-,"$907,330",100%
970,Moromete Family: On the Edge of Time,"$904,513",-,-,"$904,513",100%
971,L'école est finie,"$901,321",-,-,"$901,321",100%
972,The Antarctica Experience,"$897,279",-,-,"$897,279",100%
973,Beyond the Mountains,"$889,012",-,-,"$889,012",100%
974,Happy Little Submarine: Magic Box of Time 2018 Re-release,"$886,352",-,-,"$886,352",100%
975,Dreamfools,"$871,266",-,-,"$871,266",100%
976,Gaspard at the Wedding,"$869,179",-,-,"$869,179",100%
977,The Metropolitan Opera HD Live: Nico Muhly: Marnie,"$865,551","$849,710",98.2%,"$15,841",1.8%
978,Comment tuer sa mère,"$864,730",-,-,"$864,730",100%
979,Sonu Ke Titu Ki Sweety,"$864,301",-,-,"$864,301",100%
980,Paris Pigalle,"$862,888",-,-,"$862,888",100%
981,Abrahams,"$860,055",-,-,"$860,055",100%
982,Braven,"$854,319",-,-,"$854,319",100%
983,1968,"$853,512",-,-,"$853,512",100%
984,Submergence,"$852,319",-,-,"$852,319",100%
985,Dog Days,"$850,997",-,-,"$850,997",100%
986,Kids on the Slope,"$847,775",-,-,"$847,775",100%
987,Lizzie,"$844,786","$642,157",76%,"$202,629",24%
988,Terminal,"$843,970",-,-,"$843,970",100%
989,Dead in a Week Or Your Money Back,"$839,568",-,-,"$839,568",100%
990,BANDSTAND: The Broadway Musical on Screen,"$839,554","$839,554",100%,-,-
991,Satyameva Jayate,"$832,526",-,-,"$832,526",100%
992,Carry On Jatta 2,"$830,113",-,-,"$830,113",100%
993,Capri-Revolution,"$828,363",-,-,"$828,363",100%
994,A Twelve-Year Night,"$825,391",-,-,"$825,391",100%
995,When Margaux Meets Margaux,"$823,640",-,-,"$823,640",100%
996,"Brother, Superhit!","$820,417",-,-,"$820,417",100%
997,Les affamés,"$820,361",-,-,"$820,361",100%
998,The Stolen Caravaggio,"$816,601",-,-,"$816,601",100%
999,DZIDZIO First Time,"$813,387",-,-,"$813,387",100%
"1,000",Coldplay: A Head Full of Dreams,"$812,524",-,-,"$812,524",100%
"1,001",The Heiresses,"$811,196","$78,473",9.7%,"$732,723",90.3%
"1,002",Sudani from Nigeria,"$809,541",-,-,"$809,541",100%
"1,003",Buurman & Buurman: Hebben een nieuw huis,"$809,336",-,-,"$809,336",100%
"1,004",A Jar Full of Life,"$808,748",-,-,"$808,748",100%
"1,005",Spring Returns to My Homeland,"$807,862",-,-,"$807,862",100%
"1,006",Chekka Chivantha Vaanam,"$798,098",-,-,"$798,098",100%
"1,007",In Times of Fading Light,"$797,776",-,-,"$797,776",100%
"1,008",Can Feda,"$797,118",-,-,"$797,118",100%
"1,009",Wen Chaorong,"$797,024",-,-,"$797,024",100%
"1,010",Christ(Off),"$788,345",-,-,"$788,345",100%
"1,011",Take Me to the Moon,"$779,487",-,-,"$779,487",100%
"1,012",Police Car Union,"$779,255",-,-,"$779,255",100%
"1,013",Mrs. Hyde,"$778,142","$18,627",2.4%,"$759,515",97.6%
"1,014",The Awakener,"$772,282",-,-,"$772,282",100%
"1,015",Beddua: The Curse,"$767,878",-,-,"$767,878",100%
"1,016",The Invisibles,"$764,250","$407,373",53.3%,"$356,877",46.7%
"1,017",Pick of the Litter,"$763,688","$578,717",75.8%,"$184,971",24.2%
"1,018",Museo,"$762,284","$148,505",19.5%,"$613,779",80.5%
"1,019",Do Not Miss It,"$761,348",-,-,"$761,348",100%
"1,020",Wild,"$761,241",-,-,"$761,241",100%
"1,021",Boundaries,"$755,977","$703,438",93.1%,"$52,539",6.9%
"1,022",Gate,"$755,881",-,-,"$755,881",100%
"1,023",Let Me Fall,"$747,236",-,-,"$747,236",100%
"1,024",Two Little Pigs Braved Mysterious Island,"$744,017",-,-,"$744,017",100%
"1,025",Lietuviski svingeriai,"$741,579",-,-,"$741,579",100%
"1,026",Funny Cow,"$739,252",-,-,"$739,252",100%
"1,027",Deadly Still,"$737,872",-,-,"$737,872",100%
"1,028",Ramen Shop,"$735,008","$88,455",12%,"$646,553",88%
"1,029",Foodiverse,"$734,107",-,-,"$734,107",100%
"1,030",The Polar Express 2018 Re-release,"$731,018","$731,018",100%,-,-
"1,031",Slaughterhouse Rulez,"$730,762","$4,665",0.6%,"$726,097",99.4%
"1,032",Daily Fables,"$728,944",-,-,"$728,944",100%
"1,033",The Warning,"$728,729",-,-,"$728,729",100%
"1,034",Kilimanjar,"$726,621",-,-,"$726,621",100%
"1,035",Liz and the Blue Bird,"$726,454","$63,204",8.7%,"$663,250",91.3%
"1,036",Kusama: Infinity,"$720,480","$360,931",50.1%,"$359,549",49.9%
"1,037",Goddesses in the Flames of War,"$716,573",-,-,"$716,573",100%
"1,038",Vecne tvá neverná,"$716,563",-,-,"$716,563",100%
"1,039",HBO Boxing: Canelo Alvarez vs. Gennady Golovkin II,"$707,875","$707,875",100%,-,-
"1,040",Itzhak,"$704,968","$607,290",86.1%,"$97,678",13.9%
"1,041",Blaze,"$704,955","$704,955",100%,-,-
"1,042",Moterys meluoja geriau. Robertelis,"$704,625",-,-,"$704,625",100%
"1,043",Gurrumul,"$704,070",-,-,"$704,070",100%
"1,044",Spitfire,"$703,795",-,-,"$703,795",100%
"1,045",All I Want for Christmas,"$703,734",-,-,"$703,734",100%
"1,046",Student A,"$700,068",-,-,"$700,068",100%
"1,047",Mitron,"$698,636",-,-,"$698,636",100%
"1,048",Brillebjørn på bondegården,"$697,247",-,-,"$697,247",100%
"1,049",Diablo. The race for everything,"$696,126",-,-,"$696,126",100%
"1,050",Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,"$695,130","$695,130",100%,-,-
"1,051",In the Aisles,"$694,586","$28,394",4.1%,"$666,192",95.9%
"1,052",Hello Life,"$693,523",-,-,"$693,523",100%
"1,053",Mini Special Forces X,"$691,040",-,-,"$691,040",100%
"1,054",Kanikuly prezidenta,"$690,196",-,-,"$690,196",100%
"1,055",Klimt & Schiele: Eros and Psyche,"$690,081",-,-,"$690,081",100%
"1,056",Love Trip,"$688,869",-,-,"$688,869",100%
"1,057",King Shakir: Let the Game Begin,"$685,572",-,-,"$685,572",100%
"1,058","Tarp musu, mergaiciu","$685,082",-,-,"$685,082",100%
"1,059",Göktasi,"$682,360",-,-,"$682,360",100%
"1,060",The Kindergarten Teacher,"$681,765",-,-,"$681,765",100%
"1,061",To My 19-Year-Old,"$678,553",-,-,"$678,553",100%
"1,062",Facia Üçlü,"$677,830",-,-,"$677,830",100%
"1,063",Li Xue Sheng,"$676,981",-,-,"$676,981",100%
"1,064",Anna and the Apocalypse,"$673,523","$545,597",81%,"$127,926",19%
"1,065",Best Intentions,"$672,282",-,-,"$672,282",100%
"1,066",The Trump Prophecy,"$671,198","$671,198",100%,-,-
"1,067",Wait Here,"$669,128",-,-,"$669,128",100%
"1,068",Mi-Ni-Teuk-Gong-Dae X,"$666,204",-,-,"$666,204",100%
"1,069",Bizi Hatirla,"$664,016",-,-,"$664,016",100%
"1,070",Mara,"$661,769",-,-,"$661,769",100%
"1,071",Dragged Across Concrete,"$660,132",-,-,"$660,132",100%
"1,072",Dragon Ball Z: Broly - The Legendary Super Saiyan,"$658,982","$658,982",100%,-,-
"1,073",On My Skin: The Last Seven Days of Stefano Cucchi,"$657,690",-,-,"$657,690",100%
"1,074","Verpiss Dich, Schneewittchen","$656,528",-,-,"$656,528",100%
"1,075",Ponyo 2018 Re-release,"$653,072","$653,072",100%,-,-
"1,076",DTC -Yukemuri Junjou Hen- from HiGH & LOW,"$652,537",-,-,"$652,537",100%
"1,077",El reality,"$649,435",-,-,"$649,435",100%
"1,078",Broken,"$648,008",-,-,"$648,008",100%
"1,079",Thaanaa Serndha Koottam,"$641,973",-,-,"$641,973",100%
"1,080",An Affair,"$640,740",-,-,"$640,740",100%
"1,081",Sajjan Singh Rangroot,"$639,685",-,-,"$639,685",100%
"1,082",Siberia,"$636,366",-,-,"$636,366",100%
"1,083",Toman,"$636,170",-,-,"$636,170",100%
"1,084",Batti Gul Meter Chalu,"$635,869","$249,539",39.2%,"$386,330",60.8%
"1,085",Andre Rieu's Sydney Town Hall Concert - An Australian Celebration,"$634,838",-,-,"$634,838",100%
"1,086",Tracey,"$634,018",-,-,"$634,018",100%
"1,087",Justice in the Northwest,"$630,896",-,-,"$630,896",100%
"1,088","Love, Gilda","$626,318","$626,318",100%,-,-
"1,089",Varathan,"$626,221",-,-,"$626,221",100%
"1,090",Looking for Rohmer,"$625,975",-,-,"$625,975",100%
"1,091",The Sound of Music 2018 Re-release,"$624,392","$616,171",98.7%,"$8,221",1.3%
"1,092",Istoriya odnogo naznacheniya,"$623,263",-,-,"$623,263",100%
"1,093",Die Hard 30th Anniversary Release,"$620,525","$510,241",82.2%,"$110,284",17.8%
"1,094",Code Geass: Lelouch of the Re;Surrection 2018 Re-release,"$620,280",-,-,"$620,280",100%
"1,095",The Transformers,"$619,597","$619,597",100%,-,-
"1,096",King Petar the First,"$617,831",-,-,"$617,831",100%
"1,097",96,"$616,333",-,-,"$616,333",100%
"1,098",A Polar Year,"$615,847",-,-,"$615,847",100%
"1,099",The Reports on Sarah and Saleem,"$607,206","$117,479",19.3%,"$489,727",80.7%
"1,100",The Walking Dead: Wrath/The Walking Dead/Fear the Walking Dead: What's Your Story?/Fear the Walking Dead,"$605,764","$605,764",100%,-,-
"1,101",The Hows of Us,"$603,917",-,-,"$603,917",100%
"1,102","DCI 2019: Big, Loud & Live 16","$603,320","$603,320",100%,-,-
"1,103",Hanii,"$602,803",-,-,"$602,803",100%
"1,104",Underset,"$600,768",-,-,"$600,768",100%
"1,105",The Grateful Dead Meet-Up 2018,"$600,554","$600,554",100%,-,-
"1,106",Oh Lucy!,"$600,145","$375,391",62.6%,"$224,754",37.4%
"1,107",Lailat Hana wa Suroor,"$599,817",-,-,"$599,817",100%
"1,108",The Soul of Shui People in 1944,"$599,574",-,-,"$599,574",100%
"1,109",Reprisal,"$598,625",-,-,"$598,625",100%
"1,110",Backstage,"$596,591",-,-,"$596,591",100%
"1,111",Comme des garçons,"$592,954",-,-,"$592,954",100%
"1,112",The Big Lebowski 2018 Re-release,"$592,832","$582,585",98.3%,"$10,247",1.7%
"1,113",Kiddo the Hacker,"$590,359",-,-,"$590,359",100%
"1,114",Wajib,"$589,794",-,-,"$589,794",100%
"1,115",Benji,"$585,333",-,-,"$585,333",100%
"1,116",Super Bear,"$580,014",-,-,"$580,014",100%
"1,117",Bilal: A New Breed of Hero 2018 Re-release,"$576,805","$490,973",85.1%,"$85,832",14.9%
"1,118",The One Who Loved You,"$576,403",-,-,"$576,403",100%
"1,119",The Intent 2: The Come Up,"$573,194",-,-,"$573,194",100%
"1,120",The Cat Returns 2018 Re-release,"$563,718","$563,718",100%,-,-
"1,121",Beetlejuice 2018 Re-release,"$562,613","$512,947",91.2%,"$49,666",8.8%
"1,122",Frank & Fearless,"$562,375",-,-,"$562,375",100%
"1,123",Unfinished,"$561,767",-,-,"$561,767",100%
"1,124",Hibiscus & Ruthless,"$560,481",-,-,"$560,481",100%
"1,125",Castle in the Sky 2018 Re-release,"$557,541","$523,664",93.9%,"$33,877",6.1%
"1,126",Rojo,"$557,092","$94,757",17%,"$462,335",83%
"1,127",Kdyz draka boli hlava,"$556,872",-,-,"$556,872",100%
"1,128",The Queen of Fear,"$551,930",-,-,"$551,930",100%
"1,129",Rangasthalam 1985,"$551,820",-,-,"$551,820",100%
"1,130",Dhadak,"$549,628",-,-,"$549,628",100%
"1,131",Owl Mountain,"$549,006",-,-,"$549,006",100%
"1,132",Two Brides and One Wedding,"$548,632",-,-,"$548,632",100%
"1,133",Aadu - Oru Bheegara Jeevi Aanu 2,"$548,189",-,-,"$548,189",100%
"1,134",Succede,"$546,697",-,-,"$546,697",100%
"1,135",My Generation,"$546,183",-,-,"$546,183",100%
"1,136",Battle,"$545,206",-,-,"$545,206",100%
"1,137",Super Four,"$544,914",-,-,"$544,914",100%
"1,138",He's Out There,"$544,674",-,-,"$544,674",100%
"1,139",Bear with Us,"$543,116",-,-,"$543,116",100%
"1,140",Endless Loop,"$542,586",-,-,"$542,586",100%
"1,141",Aadhi,"$540,930",-,-,"$540,930",100%
"1,142",Dragon Ball Z: Bardock - The Father of Goku/Dragon Ball Z: Fusion Reborn,"$540,707","$540,707",100%,-,-
"1,143",Uso happyaku,"$537,307",-,-,"$537,307",100%
"1,144",Karwaan,"$536,525","$182,009",33.9%,"$354,516",66.1%
"1,145",Working Class Boy,"$535,182",-,-,"$535,182",100%
"1,146",What They Had,"$533,579","$260,136",48.8%,"$273,443",51.2%
"1,147",Air Strike,"$532,377",-,-,"$532,377",100%
"1,148",The Bouncer,"$530,496",-,-,"$530,496",100%
"1,149",Tu mi nascondi qualcosa,"$527,951",-,-,"$527,951",100%
"1,150",Code Geass: Lelouch of the Rebellion II - Transgression,"$526,114",-,-,"$526,114",100%
"1,151",Oflu Hoca'nin Sifresi 3,"$525,847",-,-,"$525,847",100%
"1,152",Water Lilies of Monet - The Magic of Water and Light,"$524,188",-,-,"$524,188",100%
"1,153",The Wrath,"$520,577",-,-,"$520,577",100%
"1,154",You Beautify My Life,"$518,385",-,-,"$518,385",100%
"1,155",Vishwaroopam 2,"$517,375",-,-,"$517,375",100%
"1,156",Grave of the Fireflies,"$516,962","$516,962",100%,-,-
