Rank,Release Group,Worldwide,Domestic,%,Foreign,%
830,Black Snake: La légende du serpent noir,"$1,190,994",-,-,"$1,190,994",100%
831,Kingdom Men Rising,"$1,188,936","$1,188,936",100%,-,-
832,Il signor Diavolo,"$1,188,159",-,-,"$1,188,159",100%
833,Los Domirriqueños 2,"$1,187,280","$1,187,280",100%,-,-
834,The Champion,"$1,180,367",-,-,"$1,180,367",100%
835,National Theatre Live: Small Island,"$1,180,303",-,-,"$1,180,303",100%
836,The Great Detective,"$1,162,914",-,-,"$1,162,914",100%
837,The German Lesson,"$1,152,502",-,-,"$1,152,502",100%
838,Voice of the Nation,"$1,151,637",-,-,"$1,151,637",100%
839,At the End of the Tunnel 2019 Re-release,"$1,150,756",-,-,"$1,150,756",100%
840,Bicycle King Uhm Bok-Dong,"$1,147,171",-,-,"$1,147,171",100%
841,Where Is St. Nicholas' Big Book?,"$1,142,400",-,-,"$1,142,400",100%
842,The Longest Shot,"$1,140,966",-,-,"$1,140,966",100%
843,The Song of Names,"$1,138,962","$1,077,584",94.6%,"$61,378",5.4%
844,I Lost My Body,"$1,136,431",-,-,"$1,136,431",100%
845,The Perfect Wedding,"$1,134,146",-,-,"$1,134,146",100%
846,Keep a Lid On It,"$1,123,818",-,-,"$1,123,818",100%
847,Robo,"$1,106,307",-,-,"$1,106,307",100%
848,Desire Game,"$1,106,083",-,-,"$1,106,083",100%
849,Psychobitch,"$1,106,069",-,-,"$1,106,069",100%
850,My Neighbor Totoro 2019 Re-release,"$1,105,564","$1,105,564",100%,-,-
851,LOVEhunt,"$1,104,915",-,-,"$1,104,915",100%
852,Thanneermathan Dinangal,"$1,103,987",-,-,"$1,103,987",100%
853,El Coyote,"$1,101,470","$1,101,470",100%,-,-
854,The Secret Men Club,"$1,099,982",-,-,"$1,099,982",100%
855,The Platform,"$1,090,116",-,-,"$1,090,116",100%
856,"Hello, Love, Goodbye","$1,089,515",-,-,"$1,089,515",100%
857,The Goonies 2019 Re-release,"$1,089,463","$864,378",79.3%,"$225,085",20.7%
858,The Sky Is Pink,"$1,088,641","$652,592",59.9%,"$436,049",40.1%
859,Iwane: Sword of Serenity,"$1,088,355",-,-,"$1,088,355",100%
860,Sons of Rizk 2,"$1,087,227",-,-,"$1,087,227",100%
861,The Bare Necessity,"$1,086,757",-,-,"$1,086,757",100%
862,Jesus Is King,"$1,082,629","$973,000",89.9%,"$109,629",10.1%
863,Mystify: Michael Hutchence,"$1,082,456","$289,573",26.8%,"$792,883",73.2%
864,Merci pour tout,"$1,073,969","$1,073,969",100%,-,-
865,Chhalawa,"$1,069,474",-,-,"$1,069,474",100%
866,Bennett's War,"$1,064,783","$1,056,416",99.2%,"$8,367",0.8%
867,Changing China: Life is Marvelous Because of You,"$1,055,035",-,-,"$1,055,035",100%
868,Madhuraraja,"$1,051,859",-,-,"$1,051,859",100%
869,Hong Kong-Zhuhai-Macao Bridge,"$1,051,006",-,-,"$1,051,006",100%
870,Sin,"$1,048,603",-,-,"$1,048,603",100%
871,Princess Mononoke 2019 Re-release,"$1,046,446","$1,046,446",100%,-,-
872,House of Hummingbird,"$1,041,948",-,-,"$1,041,948",100%
873,Román pro pokrocilé,"$1,041,469",-,-,"$1,041,469",100%
874,Noah,"$1,035,603","$1,035,603",100%,-,-
875,Pilsudski,"$1,034,548",-,-,"$1,034,548",100%
876,Quiet Comes the Dawn,"$1,028,949",-,-,"$1,028,949",100%
877,Claire Darling,"$1,021,454",-,-,"$1,021,454",100%
878,Adults in the Room,"$1,021,200",-,-,"$1,021,200",100%
879,Night Hunter,"$1,012,932",-,-,"$1,012,932",100%
880,Placa de Acero,"$1,011,555",-,-,"$1,011,555",100%
881,Cold Blood,"$1,009,888","$5,083",0.5%,"$1,004,805",99.5%
882,Kiki's Delivery Service 2019 Re-release,"$1,004,057","$1,004,057",100%,-,-
883,Photograph,"$996,171","$344,534",34.6%,"$651,637",65.4%
884,Superstar Teacher,"$994,646",-,-,"$994,646",100%
885,Pat a Mat: Kutilske trampoty,"$992,117",-,-,"$992,117",100%
886,The Nightingale,"$988,687","$400,209",40.5%,"$588,478",59.5%
887,Operasjon Mumie,"$985,684",-,-,"$985,684",100%
888,American Masters: Miles Davis: Birth of the Cool,"$984,499","$614,201",62.4%,"$370,298",37.6%
889,0.0 Mhz,"$980,593",-,-,"$980,593",100%
890,The Spy,"$977,318",-,-,"$977,318",100%
891,The Mongolian Conspiracy,"$976,882",-,-,"$976,882",100%
892,Se mi vuoi bene,"$976,473",-,-,"$976,473",100%
893,Sijjin 6,"$975,782",-,-,"$975,782",100%
894,Tuttapposto,"$973,970",-,-,"$973,970",100%
895,The Irishman,"$968,853",-,-,"$968,853",100%
896,Doblemente Embarazada,"$965,558",-,-,"$965,558",100%
897,Documentary of Nogizaka 46 Who Is Here Before Me,"$963,285",-,-,"$963,285",100%
898,Rush: Cinema Strangiato 2019,"$960,073","$960,073",100%,-,-
899,Dance with Me,"$959,785",-,-,"$959,785",100%
900,The Ninth,"$958,558",-,-,"$958,558",100%
901,The Fighting Preacher,"$954,641","$954,641",100%,-,-
902,Taxi Blues,"$949,298",-,-,"$949,298",100%
903,Instinct,"$946,056",-,-,"$946,056",100%
904,Monster Family 2019 Re-release,"$930,478",-,-,"$930,478",100%
905,Golden Men,"$929,433",-,-,"$929,433",100%
906,Toni Morrison: The Pieces I Am,"$927,495","$903,018",97.4%,"$24,477",2.6%
907,Amjeon,"$927,025",-,-,"$927,025",100%
908,The Courier,"$924,880",-,-,"$924,880",100%
909,Viswasam,"$918,734",-,-,"$918,734",100%
910,Sealed Lips,"$912,970",-,-,"$912,970",100%
911,"I, Leonardo","$911,768",-,-,"$911,768",100%
912,Hababam Sinifi Yeniden,"$907,382",-,-,"$907,382",100%
913,Pharaoh's War,"$907,304",-,-,"$907,304",100%
914,Project Gio,"$906,649",-,-,"$906,649",100%
915,Butt Detective the Movie,"$902,787",-,-,"$902,787",100%
916,The Game Changers,"$897,992","$739,711",82.4%,"$158,281",17.6%
917,The Club of Ugly Children,"$897,441",-,-,"$897,441",100%
918,Psycho-Pass: Sinners of the System Case.1 Crime and Punishment,"$884,371",-,-,"$884,371",100%
919,Dreamfactory,"$880,158",-,-,"$880,158",100%
920,Welcome to Beartown,"$879,592",-,-,"$879,592",100%
921,The Hummingbird Project,"$876,980","$371,784",42.4%,"$505,196",57.6%
922,Between Me and My Mind,"$875,191","$875,191",100%,-,-
923,Howl's Moving Castle 2019 Re-release,"$865,647","$865,647",100%,-,-
924,Of Love and Lies,"$861,949",-,-,"$861,949",100%
925,Steel Magnolias 2019 Re-release,"$855,421","$855,421",100%,-,-
926,Die Toten Hosen - You Only Live Once,"$846,293",-,-,"$846,293",100%
927,Mother,"$845,107",-,-,"$845,107",100%
928,Born a King,"$844,774",-,-,"$844,774",100%
929,Only the Animals,"$844,130",-,-,"$844,130",100%
930,Mamangam,"$837,421",-,-,"$837,421",100%
931,She Lights Up the Mountain,"$833,839",-,-,"$833,839",100%
932,Mi vida,"$830,386",-,-,"$830,386",100%
933,TKKG,"$823,170",-,-,"$823,170",100%
934,Que Leones,"$822,828","$822,828",100%,-,-
935,Moonlit Winter,"$822,766",-,-,"$822,766",100%
936,Rashid & Rajab,"$819,077",-,-,"$819,077",100%
937,A Midsummer Night's Dream,"$814,454",-,-,"$814,454",100%
938,"She Said, He Said","$810,763",-,-,"$810,763",100%
939,The Whistlers,"$809,445","$55,608",6.9%,"$753,837",93.1%
940,Joni 75: A Birthday Celebration,"$808,831","$752,205",93%,"$56,626",7%
941,And All Their Men,"$806,451",-,-,"$806,451",100%
942,Scarecrow,"$794,123",-,-,"$794,123",100%
943,Vita & Virginia,"$793,439","$42,741",5.4%,"$750,698",94.6%
944,National Street,"$792,960",-,-,"$792,960",100%
945,The Little Switzerland,"$791,446",-,-,"$791,446",100%
946,Memoirs of a Murderer 2019 Re-release,"$790,588",-,-,"$790,588",100%
947,100% Coco New York,"$790,332",-,-,"$790,332",100%
948,Chonda Pierce: Unashamed,"$787,979","$787,979",100%,-,-
949,The Ghost in the Well,"$787,747",-,-,"$787,747",100%
950,Elf 2019 Re-release,"$786,249","$786,249",100%,-,-
951,Eine ganz heiße Nummer 2.0,"$785,665",-,-,"$785,665",100%
952,Heavy Duty,"$785,356",-,-,"$785,356",100%
953,The Affair,"$782,442",-,-,"$782,442",100%
954,Disclaimer,"$781,254",-,-,"$781,254",100%
955,Brother,"$778,797",-,-,"$778,797",100%
956,Ordinary Love,"$774,877","$323,688",41.8%,"$451,189",58.2%
957,The Church,"$772,000","$772,000",100%,-,-
958,The Fairy Princess & the Unicorn,"$771,969",-,-,"$771,969",100%
959,Daffodils,"$769,121",-,-,"$769,121",100%
960,Nerkonda Paarvai,"$768,540",-,-,"$768,540",100%
961,DanTDM Presents The Contest,"$765,363","$307,484",40.2%,"$457,879",59.8%
962,Patterns of Evidence: Moses Controversy,"$765,361","$765,361",100%,-,-
963,A Job Who Is Near Us,"$765,297",-,-,"$765,297",100%
964,Lucky Star,"$763,475",-,-,"$763,475",100%
965,Detective Conan: Full Score of Fear 2019 Re-release,"$763,420",-,-,"$763,420",100%
966,Loli paradicka,"$760,383",-,-,"$760,383",100%
967,9: When Darkness Falls,"$758,479",-,-,"$758,479",100%
968,Billy Connolly: The Sex Life of Bandages,"$757,436",-,-,"$757,436",100%
969,Proxima,"$755,639",-,-,"$755,639",100%
970,Who Gets the Dog? 2019 Re-release,"$755,531",-,-,"$755,531",100%
971,Brave Rabbit3 the Crazy Time Machine,"$754,919",-,-,"$754,919",100%
972,I Love Lucy: A Colorized Celebration,"$754,323","$754,323",100%,-,-
973,No soy tu mami,"$753,610",-,-,"$753,610",100%
974,Ardaas Karaan,"$752,481",-,-,"$752,481",100%
975,Useless Dad,"$750,479",-,-,"$750,479",100%
976,Everybody's Everything,"$748,539","$547,207",73.1%,"$201,332",26.9%
977,Spindl 2,"$748,167",-,-,"$748,167",100%
978,Dolce fine giornata,"$747,716",-,-,"$747,716",100%
979,The Promised Land,"$747,200",-,-,"$747,200",100%
980,Kölcsönlakás,"$742,538",-,-,"$742,538",100%
981,Leaving Afghanistan,"$739,934",-,-,"$739,934",100%
982,Father and Hero,"$739,245",-,-,"$739,245",100%
983,Wish You Were Here,"$738,015",-,-,"$738,015",100%
984,Article 15,"$734,514",-,-,"$734,514",100%
985,Las niñas bien,"$734,053",-,-,"$734,053",100%
986,David Crosby: Remember My Name,"$732,793","$732,793",100%,-,-
987,The Great Alaskan Race,"$725,415","$485,603",66.9%,"$239,812",33.1%
988,Rodina,"$724,190",-,-,"$724,190",100%
989,Where's My Roy Cohn?,"$722,603","$705,274",97.6%,"$17,329",2.4%
990,Adopt a Daddy,"$718,272",-,-,"$718,272",100%
991,Losing It,"$715,999",-,-,"$715,999",100%
992,The Blue Elephant 2,"$713,957",-,-,"$713,957",100%
993,Juf Roos is Jarig,"$713,768",-,-,"$713,768",100%
994,China's Post-00s,"$713,623",-,-,"$713,623",100%
995,Crazy and Dream City,"$713,335",-,-,"$713,335",100%
996,Fire Will Come,"$710,726",-,-,"$710,726",100%
997,Kiangnan 1894,"$710,318",-,-,"$710,318",100%
998,The Code on the Fingertips,"$710,023",-,-,"$710,023",100%
999,Mary,"$709,528",-,-,"$709,528",100%
"1,000",Frankie,"$708,193","$171,781",24.3%,"$536,412",75.7%
"1,001",The Shining 2019 Re-release,"$704,716","$551,257",78.2%,"$153,459",21.8%
"1,002",Australian Dream,"$699,338",-,-,"$699,338",100%
"1,003",Three Days and a Life,"$697,180",-,-,"$697,180",100%
"1,004",Raise Hell: The Life & Times of Molly Ivins,"$695,327","$694,410",99.9%,$917,0.1%
"1,005",The Least of These: The Graham Staines Story,"$695,164","$607,015",87.3%,"$88,149",12.7%
"1,006",Sar Basa,"$691,996",-,-,"$691,996",100%
"1,007",Romeo Akbar Walter,"$688,719","$236,299",34.3%,"$452,420",65.7%
"1,008",De brief voor Sinterklaas,"$687,738",-,-,"$687,738",100%
"1,009",Pirouette et le sapin de Noël,"$684,946",-,-,"$684,946",100%
"1,010",Sye Raa Narasimha Reddy,"$682,418",-,-,"$682,418",100%
"1,011",Astral,"$680,649",-,-,"$680,649",100%
"1,012",Convoy 48,"$680,578",-,-,"$680,578",100%
"1,013",Bait 2019 Re-release,"$679,159",-,-,"$679,159",100%
"1,014",Queen Marie of Romania,"$677,896",-,-,"$677,896",100%
"1,015",Take Home Pay,"$673,954",-,-,"$673,954",100%
"1,016",Keu-ge doil nom,"$673,244",-,-,"$673,244",100%
"1,017",The Man Who Bought the Moon,"$670,855",-,-,"$670,855",100%
"1,018",A Windfall Trap,"$670,573",-,-,"$670,573",100%
"1,019",Victor & Célia,"$666,720",-,-,"$666,720",100%
"1,020",Bethany Hamilton: Unstoppable,"$666,178","$590,671",88.7%,"$75,507",11.3%
"1,021",C'est ça l'amour,"$665,603",-,-,"$665,603",100%
"1,022",Stockholm,"$665,527","$292,590",44%,"$372,937",56%
"1,023",Whatever Happened to My Revolution,"$663,571",-,-,"$663,571",100%
"1,024",Neither with You,"$662,428",-,-,"$662,428",100%
"1,025",Mejor que nunca 2019 Re-release,"$662,095",-,-,"$662,095",100%
"1,026",Uyare,"$661,230",-,-,"$661,230",100%
"1,027",Love Is Sunshine,"$661,229",-,-,"$661,229",100%
"1,028",Then Came You,"$660,286",-,-,"$660,286",100%
"1,029",Whitestar,"$660,151",-,-,"$660,151",100%
"1,030",The Painted Bird,"$659,080","$1,460",0.2%,"$657,620",99.8%
"1,031","A White, White Day","$656,214",-,-,"$656,214",100%
"1,032",Shadaa,"$654,800",-,-,"$654,800",100%
"1,033",The Composer,"$649,703",-,-,"$649,703",100%
"1,034",Lost and Found,"$647,840",-,-,"$647,840",100%
"1,035",Line of Duty,"$646,389","$8,207",1.3%,"$638,182",98.7%
"1,036",Dorogoy papa,"$645,377",-,-,"$645,377",100%
"1,037",The Public,"$644,740","$573,503",89%,"$71,237",11%
"1,038",An Easy Girl,"$644,582",-,-,"$644,582",100%
"1,039",Rosebud,"$644,236",-,-,"$644,236",100%
"1,040",Rate Your Date,"$644,155",-,-,"$644,155",100%
"1,041",I Am Mother,"$643,593",-,-,"$643,593",100%
"1,042","Dark, Almost Night","$642,751",-,-,"$642,751",100%
"1,043",Lying and Stealing,"$641,509",-,-,"$641,509",100%
"1,044",Marjaavaan,"$641,154","$174,164",27.2%,"$466,990",72.8%
"1,045",Aquarela,"$638,907","$307,346",48.1%,"$331,561",51.9%
"1,046",You Don't Mess with Little Bugs,"$636,032",-,-,"$636,032",100%
"1,047",Thalasso,"$632,994",-,-,"$632,994",100%
"1,048",Asako I & II,"$627,102","$25,559",4.1%,"$601,543",95.9%
"1,049",Virus,"$626,930",-,-,"$626,930",100%
"1,050",Give Me Liberty,"$624,818","$242,734",38.8%,"$382,084",61.2%
"1,051",Nancy Drew and the Hidden Staircase,"$623,088","$623,088",100%,-,-
"1,052",Dirty Dancing 2019 Re-release,"$622,968","$622,968",100%,-,-
"1,053",Masal Satosu: Sihirli Davet,"$621,852",-,-,"$621,852",100%
"1,054",And Then We Danced,"$621,446","$177,262",28.5%,"$444,184",71.5%
"1,055",Bolshoi Ballet: The Nutcracker,"$620,723","$303,000",48.8%,"$317,723",51.2%
"1,056",Killerman,"$619,855","$291,477",47%,"$328,378",53%
"1,057",Masha i Medved 3,"$618,519",-,-,"$618,519",100%
"1,058",Out in the Open,"$616,905",-,-,"$616,905",100%
"1,059",Stray,"$616,160",-,-,"$616,160",100%
"1,060",Grandfathers,"$615,930",-,-,"$615,930",100%
"1,061",The Factory,"$614,316",-,-,"$614,316",100%
"1,062",Ittymaani: Made in China,"$613,540",-,-,"$613,540",100%
"1,063",The Muppet Movie 2019 Re-release,"$610,475","$610,475",100%,-,-
"1,064",Beware the Gorilla,"$607,078",-,-,"$607,078",100%
"1,065",Bolshoi Ballet: The Sleeping Beauty,"$606,872","$311,368",51.3%,"$295,504",48.7%
"1,066",Bell Chamber,"$605,757",-,-,"$605,757",100%
"1,067",Kaappaan,"$605,756",-,-,"$605,756",100%
"1,068",The Golden Glove,"$604,479","$6,160",1%,"$598,319",99%
"1,069",The Metropolitan Opera HD Live: Philip Glass: Akhnaten,"$598,901",-,-,"$598,901",100%
"1,070",Ninkyo Gakuen,"$597,134",-,-,"$597,134",100%
"1,071",Maharshi,"$595,200",-,-,"$595,200",100%
"1,072",The Metropolitan Opera HD Live: Massenet: Manon,"$594,963",-,-,"$594,963",100%
"1,073",Don't. Get. Out!,"$593,078",-,-,"$593,078",100%
"1,074",The Wonderland,"$592,866","$50,876",8.6%,"$541,990",91.4%
"1,075",To Kill a Mockingbird 2019 Re-release,"$592,237","$592,237",100%,-,-
"1,076",The Cure: Anniversary 1978-2018 Live in Hyde Park,"$591,904","$378,405",63.9%,"$213,499",36.1%
"1,077",Pasmerkti. Kauno Romanas,"$591,008",-,-,"$591,008",100%
"1,078",La influencia,"$587,782",-,-,"$587,782",100%
"1,079",StarDog and TurboCat,"$586,399","$80,490",13.7%,"$505,909",86.3%
"1,080",One Role for Two,"$585,074",-,-,"$585,074",100%
"1,081",Sweethearts,"$585,028",-,-,"$585,028",100%
"1,082",Grandma's Wedding,"$584,868",-,-,"$584,868",100%
"1,083",Un'avventura,"$583,497",-,-,"$583,497",100%
"1,084",On the Balcony,"$577,923",-,-,"$577,923",100%
"1,085",Annem,"$573,574",-,-,"$573,574",100%
"1,086",Clara,"$573,023",-,-,"$573,023",100%
"1,087",Mosley,"$571,947",-,-,"$571,947",100%
"1,088",108 Costuras,"$569,340",-,-,"$569,340",100%
"1,089",Debt Fees,"$568,757",-,-,"$568,757",100%
"1,090",FIGHT LIKE ANGELS,"$566,764",-,-,"$566,764",100%
"1,091",Battle,"$566,386",-,-,"$566,386",100%
"1,092",5 Is the Perfect Number,"$565,975",-,-,"$565,975",100%
"1,093",My Fair Lady 2019 Re-release,"$560,711","$560,711",100%,-,-
"1,094",A Remarkable Tale,"$560,504",-,-,"$560,504",100%
"1,095",Brave ragazze,"$559,369",-,-,"$559,369",100%
"1,096",My Name Is Kim Bok Dong,"$559,065",-,-,"$559,065",100%
"1,097",Fiddler: A Miracle of Miracles,"$558,816","$549,386",98.3%,"$9,430",1.7%
"1,098",Cine Holliúdy 2: A Chibata Sideral,"$558,037",-,-,"$558,037",100%
"1,099",Christmas Jars,"$558,018","$459,462",82.3%,"$98,556",17.7%
"1,100",Felfel Abyad,"$554,274",-,-,"$554,274",100%
"1,101",The Day Shall Come,"$552,033","$26,972",4.9%,"$525,061",95.1%
"1,102",Bulmaca Kulesi: Dev Kusun Gizemi,"$551,050",-,-,"$551,050",100%
"1,103",Branagh Theatre Live: The Winter's Tale 2019,"$549,770",-,-,"$549,770",100%
"1,104",Mr. Cop,"$549,196",-,-,"$549,196",100%
"1,105",Üç Harfliler: Adak,"$548,237",-,-,"$548,237",100%
"1,106","Casanova, Last Love","$547,793",-,-,"$547,793",100%
"1,107",System Crasher,"$546,444",-,-,"$546,444",100%
"1,108","DCI 2019: Big, Loud & Live 16","$546,060","$546,060",100%,-,-
"1,109",Porinju Mariyam Jose,"$544,889",-,-,"$544,889",100%
"1,110",Father and Sons,"$540,812",-,-,"$540,812",100%
"1,111",Love Action Drama,"$540,541",-,-,"$540,541",100%
"1,112",Property Master,"$540,348",-,-,"$540,348",100%
"1,113",The Golem,"$538,176",-,-,"$538,176",100%
"1,114",Swingers 2,"$537,311",-,-,"$537,311",100%
"1,115",Killed My Wife,"$537,193",-,-,"$537,193",100%
"1,116",Loving Is Losing,"$537,185",-,-,"$537,185",100%
"1,117",Grateful Dead Meet-Up 2019,"$537,153","$537,153",100%,-,-
"1,118",CatVideoFest,"$536,566","$470,923",87.8%,"$65,643",12.2%
"1,119",Sisters in Arms,"$536,522",-,-,"$536,522",100%
"1,120",Judgementall Hai Kya,"$534,878",-,-,"$534,878",100%
"1,121",Wildlings,"$530,069",-,-,"$530,069",100%
"1,122",Margaret Atwood: Live in Cinemas,"$529,285","$93,690",17.7%,"$435,595",82.3%
"1,123",Frida. Viva la Vida,"$527,262",-,-,"$527,262",100%
"1,124",Pasmerkti. Pajurio dziazas,"$525,732",-,-,"$525,732",100%
"1,125",Kaithi,"$524,061",-,-,"$524,061",100%
"1,126",The Audience 2019 Re-release,"$523,432","$106,529",20.4%,"$416,903",79.6%
"1,127",Breath of Life,"$523,262",-,-,"$523,262",100%
"1,128",Bolshoi Ballet: Carmen Suite/Petrushka,"$522,179","$207,523",39.7%,"$314,656",60.3%
"1,129",Flowers and Songs,"$521,939",-,-,"$521,939",100%
"1,130",The Spy Behind Home Plate,"$519,525","$519,525",100%,-,-
"1,131",Wild Nights with Emily,"$519,487","$519,487",100%,-,-
"1,132",Destinies,"$519,018",-,-,"$519,018",100%
"1,133",Demain est à nous,"$517,522",-,-,"$517,522",100%
"1,134",The Devil's Doorway,"$516,660",-,-,"$516,660",100%
"1,135",Trade Your Love,"$515,784",-,-,"$515,784",100%
"1,136",The Metropolitan Opera HD Live: Poulenc: Dialogues des Carmélites,"$512,190",-,-,"$512,190",100%
"1,137",Shakuhachi: One Sound One Life,"$508,836",-,-,"$508,836",100%
"1,138",Love Battle,"$508,781",-,-,"$508,781",100%
"1,139",Saving Private Ryan 2019 Re-release,"$508,694","$508,694",100%,-,-
"1,140",Carcereiros: O Filme,"$504,155",-,-,"$504,155",100%
"1,141",La source,"$502,610",-,-,"$502,610",100%
"1,142",A Clever Crook,"$501,368",-,-,"$501,368",100%
"1,143",Synonyms,"$501,223","$206,003",41.1%,"$295,220",58.9%
"1,144",Pee Nak,"$500,963",-,-,"$500,963",100%
"1,145",Whisper of the Heart 2019 Re-release,"$498,156","$498,156",100%,-,-
"1,146",Unda,"$496,417",-,-,"$496,417",100%
"1,147",Monty Python's Life of Brian 2019 Re-release,"$496,256","$161,507",32.5%,"$334,749",67.5%
"1,148",Nausicaä of the Valley of the Wind 2019 Re-release,"$495,770","$495,770",100%,-,-
"1,149",Driving Licence,"$495,146",-,-,"$495,146",100%
"1,150",Vivere,"$493,072",-,-,"$493,072",100%
"1,151",Funeral Wake,"$493,000",-,-,"$493,000",100%
"1,152",Backtrace,"$490,636",-,-,"$490,636",100%
"1,153",Hermitage. The Power of Art,"$489,815",-,-,"$489,815",100%
"1,154",Animals,"$489,198",-,-,"$489,198",100%
"1,155",Vicious,"$488,593",-,-,"$488,593",100%
"1,156",The August Virgin,"$488,299",-,-,"$488,299",100%
"1,157",School's Out,"$487,374",-,-,"$487,374",100%
"1,158",Miss Gangster,"$486,842",-,-,"$486,842",100%
"1,159",Ricordi?,"$486,046",-,-,"$486,046",100%
"1,160",The Russian Five,"$485,049","$485,049",100%,-,-
"1,161",63 Up,"$483,684","$483,684",100%,-,-
"1,162",Snu,"$483,240",-,-,"$483,240",100%
"1,163",Lawrence of Arabia 2019 Re-release,"$482,281","$482,281",100%,-,-
"1,164",The Mother,"$481,834",-,-,"$481,834",100%
"1,165",Liam Gallagher: As It Was,"$477,009",-,-,"$477,009",100%
"1,166",15 Minutes of War,"$476,231",-,-,"$476,231",100%
"1,167",About That Life,"$475,770",-,-,"$475,770",100%
"1,168",Geuk-jang-pan Ban-ji-eui Bi-mil-il-gi,"$475,610",-,-,"$475,610",100%
"1,169",Gorillaz: Reject False Icons,"$475,465","$453,687",95.4%,"$21,778",4.6%
"1,170",The Awakening Calling from Love,"$474,656",-,-,"$474,656",100%
"1,171",Muklawa,"$474,162",-,-,"$474,162",100%
"1,172",The Shawshank Redemption 2019 Re-release,"$473,776","$358,507",75.7%,"$115,269",24.3%
"1,173",Firincinin Karisi,"$471,182",-,-,"$471,182",100%
"1,174",Genis Aile Komsu Kizi,"$469,742",-,-,"$469,742",100%
"1,175",Reunion,"$468,269",-,-,"$468,269",100%
"1,176",Hail Satan?,"$467,361","$424,284",90.8%,"$43,077",9.2%
"1,177",The Mayor of Rione Sanità,"$465,257",-,-,"$465,257",100%
"1,178",Don Giovani,"$463,711",-,-,"$463,711",100%
"1,179",Wizard,"$463,380",-,-,"$463,380",100%
"1,180",The Commitment,"$462,886",-,-,"$462,886",100%
"1,181",The Prince's Voyage,"$462,205",-,-,"$462,205",100%
"1,182",A Journey to the Seaside,"$461,674",-,-,"$461,674",100%
"1,183",The Invisibles 2019 Re-release,"$459,848",-,-,"$459,848",100%
"1,184",The Lady Improper,"$459,289",-,-,"$459,289",100%
"1,185",Sherlock Holmes and the Great Escape,"$455,220",-,-,"$455,220",100%
"1,186",Watching the None,"$448,772",-,-,"$448,772",100%
"1,187",Magic Mirror 3,"$447,856",-,-,"$447,856",100%
"1,188",Capital in the Twenty-First Century,"$446,284",-,-,"$446,284",100%
"1,189",Tintoretto. A Rebel in Venice,"$445,924",-,-,"$445,924",100%
"1,190",Cruel Intentions 2019 Re-release,"$445,218","$445,218",100%,-,-
"1,191",Animal Rescue Squad,"$442,969",-,-,"$442,969",100%
"1,192",Camino Skies,"$441,138",-,-,"$441,138",100%
"1,193",Disco 2019 Re-release,"$438,514",-,-,"$438,514",100%
"1,194",Queen of Hearts,"$437,005",-,-,"$437,005",100%
"1,195",Butterfly House,"$435,955",-,-,"$435,955",100%
"1,196",Midnight Melody,"$435,861",-,-,"$435,861",100%
"1,197",What We Left Behind: Star Trek DS9,"$434,437","$382,457",88%,"$51,980",12%
"1,198",Kalek Shanab,"$433,614",-,-,"$433,614",100%
"1,199",NGK,"$430,902",-,-,"$430,902",100%
"1,200",Ghostbusters 2019 Re-release,"$430,435","$369,612",85.9%,"$60,823",14.1%
"1,201",Do It or Shut Up,"$429,075",-,-,"$429,075",100%
"1,202",Bikes,"$427,667",-,-,"$427,667",100%
"1,203",Gnome Alone 2019 Re-release,"$427,533",-,-,"$427,533",100%
"1,204",The Domain,"$426,975",-,-,"$426,975",100%
"1,205",All the Freckles in the World,"$426,801",-,-,"$426,801",100%
"1,206",Kirk Yalan,"$425,958",-,-,"$425,958",100%
"1,207",Chia danshi!!,"$425,733",-,-,"$425,733",100%
"1,208",Killing Sarai,"$425,332","$425,332",100%,-,-
"1,209",1919 Yu Gwan-sun,"$424,481",-,-,"$424,481",100%
"1,210",Ben-Hur 2019 Re-release,"$422,622","$422,622",100%,-,-
"1,211",Bellbird,"$421,494",-,-,"$421,494",100%
"1,212",The Cold Blue,"$420,177","$420,177",100%,-,-
"1,213",Comrade Drakulich,"$418,389",-,-,"$418,389",100%
"1,214",Kadaram Kondan,"$417,940",-,-,"$417,940",100%
"1,215",Manje Bistre 2,"$417,525",-,-,"$417,525",100%
"1,216",Bolshoi Ballet: Le Corsaire,"$417,152","$190,192",45.6%,"$226,960",54.4%
"1,217",The Kill Team,"$415,772",-,-,"$415,772",100%
"1,218",Paradise Hills,"$414,515",-,-,"$414,515",100%
"1,219",Autumn Promise,"$413,088",-,-,"$413,088",100%
"1,220",Sibel,"$410,774",-,-,"$410,774",100%
"1,221",Jhootha Kahin Ka,"$410,647",-,-,"$410,647",100%
"1,222",The Reliant,"$408,747","$408,747",100%,-,-
"1,223",Léto s gentlemanem,"$408,371",-,-,"$408,371",100%
"1,224",Atlantics,"$407,933",-,-,"$407,933",100%
"1,225",Meet Me in St. Louis 75th Anniversary,"$403,521","$403,521",100%,-,-
"1,226",Kosarkar Naj Bo 2,"$402,851",-,-,"$402,851",100%
"1,227",Iron Sky: The Coming Race,"$400,900",-,-,"$400,900",100%
"1,228","Hello, Dolly!","$400,881","$400,881",100%,-,-
"1,229",4L,"$400,530",-,-,"$400,530",100%
"1,230",Born2Drive,"$399,500",-,-,"$399,500",100%
"1,231",Dumplin',"$399,198",-,-,"$399,198",100%
"1,232",Coziness,"$397,906",-,-,"$397,906",100%
